Frame,Visibility,X,Y
0,1,1255,670
1,1,915,366
2,1,888,360
3,1,888,360
4,1,861,355
5,1,843,356
6,1,828,360
7,1,813,360
8,1,801,363
9,1,801,363
10,1,786,371
11,1,768,386
12,1,761,393
13,1,753,405
14,1,753,405
15,1,746,415
16,1,742,426
17,1,735,442
18,1,731,452
19,1,727,465
20,1,727,465
21,1,720,457
22,1,720,449
23,1,716,449
24,1,711,446
25,1,711,446
26,1,708,449
27,1,705,449
28,1,705,452
29,1,697,449
30,1,693,449
31,1,693,449
32,1,690,449
33,1,690,449
34,1,690,449
35,1,686,449
36,1,686,449
37,1,686,449
38,1,686,449
39,1,686,449
40,1,690,449
41,1,690,449
42,1,690,449
43,1,690,449
44,1,693,449
45,1,693,449
46,1,697,449
47,1,693,449
48,1,697,458
49,1,706,478
50,1,738,497
51,1,817,549
52,1,870,592
53,1,913,594
54,1,930,595
55,1,930,585
56,1,922,540
57,1,918,513
58,1,915,486
59,1,915,486
60,1,915,465
61,1,911,449
62,1,907,435
63,1,903,426
64,1,903,420
65,1,903,420
66,1,900,411
67,1,900,408
68,1,896,408
69,1,896,408
70,1,896,411
71,1,896,411
72,1,892,415
73,1,896,423
74,1,896,435
75,1,892,442
76,1,896,452
77,1,892,457
78,1,892,468
79,1,907,449
80,1,911,435
81,1,911,423
82,1,910,414
83,1,914,409
84,1,921,410
85,1,923,403
86,1,922,399
87,1,923,398
88,1,930,400
89,1,930,400
90,1,930,405
91,1,930,408
92,1,930,420
93,1,930,426
94,1,930,442
95,1,930,442
96,1,933,457
97,1,937,472
98,1,941,491
99,1,941,509
100,1,945,532
101,1,945,532
102,1,945,555
103,1,942,587
104,1,944,604
105,1,942,525
106,1,907,423
107,1,907,423
108,1,888,351
109,1,873,291
110,1,862,243
111,1,847,198
112,1,840,164
113,1,840,161
114,1,832,131
115,1,821,101
116,1,813,78
117,1,806,60
118,1,802,45
119,1,798,41
120,1,795,30
121,1,787,15
122,1,783,6
123,1,780,6
124,1,772,6
125,1,772,3
126,0,0,0
127,0,0,0
128,1,765,3
129,1,761,6
130,1,757,6
131,1,757,6
132,1,753,15
133,1,753,25
134,1,750,37
135,1,750,48
136,1,750,60
137,1,746,63
138,1,746,78
139,1,746,93
140,1,742,111
