Frame,Visibility,X,Y
0,1,902,305
1,1,910,291
2,1,912,282
3,1,914,276
4,1,913,271
5,1,914,269
6,1,914,268
7,1,915,267
8,1,915,266
9,1,916,265
10,1,915,265
11,1,914,266
12,1,914,268
13,1,913,270
14,1,913,273
15,1,914,268
16,1,914,268
17,1,914,268
18,1,914,268
19,1,914,268
20,1,914,268
21,1,914,268
22,1,914,268
23,1,914,268
24,1,914,268
25,1,914,268
26,1,914,268
27,1,914,268
28,1,914,268
29,1,914,268
30,1,914,268
31,1,914,268
32,1,914,268
33,1,914,268
34,1,914,268
35,1,914,268
36,1,914,268
37,1,914,268
38,1,914,268
39,1,914,268
40,1,914,268
41,1,914,268
42,1,914,268
43,1,914,268
44,1,914,268
45,1,914,268
46,1,914,268
47,1,914,268
48,1,914,268
49,1,914,268
50,1,914,268
51,1,914,268
52,1,914,268
53,1,914,268
54,1,914,268
55,1,914,268
56,1,914,268
57,1,914,268
58,1,914,268
59,1,914,268
60,1,914,268
61,1,914,268
62,1,914,268
63,1,914,268
64,1,914,268
65,1,946,315
66,1,958,338
67,1,961,380
68,1,961,417
69,1,964,431
70,1,982,436
71,1,987,441
72,1,986,444
73,1,988,441
74,1,992,442
75,1,992,437
76,1,992,442
77,1,992,442
78,1,992,442
79,1,992,442
80,1,992,442
81,1,992,442
82,1,992,442
83,1,992,442
84,1,990,442
85,1,986,440
86,1,981,438
87,1,980,434
88,1,975,425
89,1,968,419
90,1,965,395
91,1,954,361
92,1,947,326
93,1,926,288
94,1,914,268
95,1,914,268
96,1,914,268
97,1,914,268
98,1,914,268
99,1,914,268
100,1,914,268
101,1,914,268
102,1,914,268
103,1,914,268
104,1,914,268
105,1,914,268
106,1,914,268
107,1,914,268
108,1,914,268
109,1,950,312
110,1,964,335
111,1,968,372
112,1,975,400
113,1,960,418
114,1,974,432
115,1,989,437
116,1,994,437
117,1,1002,433
118,1,1016,431
119,1,1022,431
120,1,1031,426
121,1,1042,420
122,1,1046,411
123,1,1046,411
124,1,1046,411
125,1,1050,411
126,1,1053,415
127,1,1057,420
128,1,1065,426
129,1,1065,435
130,1,1072,446
131,1,1072,457
132,1,1075,472
133,1,1080,491
134,1,1080,509
135,1,1080,509
136,1,1082,528
137,1,1080,539
138,1,1070,533
139,1,1061,509
140,1,1061,486
141,1,1053,468
142,1,1046,452
143,1,1042,442
144,1,1037,431
145,1,1035,426
146,1,1035,423
147,1,1035,420
148,1,1035,415
149,1,1031,415
150,1,1027,423
151,1,1027,423
152,1,1022,431
153,1,1020,437
154,1,1020,449
155,1,1016,460
156,1,1013,475
157,1,1015,489
158,1,1012,495
159,1,1031,441
160,1,1046,340
161,1,1061,285
162,1,1061,285
163,1,1075,224
164,1,1087,180
165,1,1102,138
166,1,1110,101
167,1,1120,71
168,1,1120,71
169,1,1132,41
170,1,1147,3
171,0,0,0
172,0,0,0
173,0,0,0
174,0,0,0
175,0,0,0
176,0,0,0
177,0,0,0
178,0,0,0
179,0,0,0
180,0,0,0
181,0,0,0
182,0,0,0
183,0,0,0
184,0,0,0
185,1,1222,6
186,1,1225,21
187,1,1230,41
188,1,1230,66
189,1,1232,93
190,1,1237,123
191,1,1237,153
192,1,1237,187
193,1,1241,221
194,1,1241,254
195,1,1241,254
196,1,1241,291
197,1,1245,326
198,1,1245,367
199,1,1245,408
200,1,1245,446
201,1,1245,483
202,1,1241,525
203,1,1241,535
204,1,1222,468
205,1,1211,442
206,1,1211,437
207,1,1203,420
208,1,1200,408
209,1,1192,400
210,1,1188,393
211,1,1188,393
212,1,1185,393
213,1,1185,397
214,1,1185,397
215,1,1185,405
216,1,1181,408
217,1,1181,408
218,1,1170,405
219,1,1162,389
220,1,1147,382
221,1,1140,382
222,1,1140,382
223,1,1135,382
224,1,1127,386
225,1,1125,393
226,1,1117,400
227,1,1112,408
228,1,1110,411
229,1,1106,420
230,1,1095,449
231,1,1090,465
232,1,1087,483
233,1,1087,486
234,1,1080,506
235,1,1075,528
236,1,1072,551
237,1,1065,577
238,1,1065,600
239,1,1065,600
240,1,1046,532
241,1,1037,509
242,1,1027,486
243,1,1027,472
244,1,1027,468
245,1,1027,452
246,1,1026,444
247,1,1024,438
248,1,1022,435
249,1,1022,431
250,1,1020,431
251,1,1020,431
252,1,1020,435
